codgeo;libgeo;an;p_pop
11364;Saint-Polycarpe;2021;150
11365;Saint-Sernin;2021;42
11366;Sainte-Valière;2021;529
11367;Saissac;2021;918
11368;Sallèles-Cabardès;2021;122
11369;Sallèles-d'Aude;2021;3064
11370;Salles-d'Aude;2021;3250
11371;Salles-sur-l'Hers;2021;733
11372;Salsigne;2021;377
11373;Salvezines;2021;69
11374;Salza;2021;24
11375;Seignalens;2021;29
11376;La Serpent;2021;95
11377;Serres;2021;82
11378;Serviès-en-Val;2021;193
11379;Sigean;2021;5583
11380;Sonnac-sur-l'Hers;2021;135
11381;Sougraigne;2021;125
11382;Souilhanels;2021;355
11383;Souilhe;2021;329
11384;Soulatgé;2021;128
11385;Soupex;2021;237
11386;Talairan;2021;452
11387;Taurize;2021;107
11388;Termes;2021;48
11389;Terroles;2021;15
11390;Thézan-des-Corbières;2021;560
11391;La Tourette-Cabardès;2021;23
11392;Tournissan;2021;276
11393;Tourouzelle;2021;489
11394;Tourreilles;2021;133
11395;Trassanel;2021;27
11396;Trausse;2021;603
11397;Trèbes;2021;5416
11398;Treilles;2021;254
11399;Tréville;2021;108
11400;Tréziers;2021;102
11401;Tuchan;2021;788
11402;Valmigère;2021;25
11404;Ventenac-Cabardès;2021;956
11405;Ventenac-en-Minervois;2021;581
11406;Véraza;2021;32
11407;Verdun-en-Lauragais;2021;287
11408;Verzeille;2021;473
11409;Vignevieille;2021;106
11410;Villalier;2021;964
11411;Villanière;2021;142
11412;Villardebelle;2021;57
11413;Villardonnel;2021;505
11414;Villar-en-Val;2021;24
11415;Villar-Saint-Anselme;2021;121
11416;Villarzel-Cabardès;2021;263
11417;Villarzel-du-Razès;2021;97
11418;Villasavary;2021;1215
11419;Villautou;2021;65
11420;Villebazy;2021;139
11421;Villedaigne;2021;548
11422;Villedubert;2021;343
11423;Villefloure;2021;159
11424;Villefort;2021;85
11425;Villegailhenc;2021;1671
11426;Villegly;2021;1208
11427;Villelongue-d'Aude;2021;306
11428;Villemagne;2021;243
11429;Villemoustaussou;2021;4468
11430;Villeneuve-la-Comptal;2021;1391
11431;Villeneuve-les-Corbières;2021;252
11432;Villeneuve-lès-Montréal;2021;345
11433;Villeneuve-Minervois;2021;973
11434;Villepinte;2021;1257
11435;Villerouge-Termenès;2021;158
11436;Villesèque-des-Corbières;2021;371
11437;Villesèquelande;2021;887
11438;Villesiscle;2021;373
11439;Villespy;2021;416
11440;Villetritouls;2021;34
11441;Vinassan;2021;2671
12001;Agen-d'Aveyron;2021;1103
12002;Aguessac;2021;906
12003;Les Albres;2021;343
12004;Almont-les-Junies;2021;440
12006;Alrance;2021;339
12007;Ambeyrac;2021;180
12008;Anglars-Saint-Félix;2021;919
12009;Arnac-sur-Dourdou;2021;41
12010;Arques;2021;161
12011;Arvieu;2021;755
12012;Asprières;2021;764
12013;Aubin;2021;3552
12015;Auriac-Lagast;2021;229
12016;Auzits;2021;813
12017;Ayssènes;2021;218
12018;Balaguier-d'Olt;2021;181
12019;Balaguier-sur-Rance;2021;89
12021;Le Bas Ségala;2021;1593
12022;La Bastide-Pradines;2021;116
12023;La Bastide-Solages;2021;103
12024;Belcastel;2021;192
12025;Belmont-sur-Rance;2021;980
12026;Bertholène;2021;1054
12027;Bessuéjouls;2021;216
12028;Boisse-Penchot;2021;517
12029;Bor-et-Bar;2021;201
12030;Bouillac;2021;372
12031;Bournazel;2021;335
12032;Boussac;2021;602
12033;Bozouls;2021;2978
12034;Brandonnet;2021;294
12035;Brasc;2021;175
12036;Brommat;2021;636
12037;Broquiès;2021;610
12038;Brousse-le-Château;2021;164
12039;Brusque;2021;259
12041;Cabanès;2021;273
12042;Calmels-et-le-Viala;2021;194
12043;Calmont;2021;2196
12044;Camarès;2021;1025
12045;Camboulazet;2021;391
12046;Camjac;2021;575
12047;Campagnac;2021;444
12048;Campouriez;2021;339
12049;Campuac;2021;455
12050;Canet-de-Salars;2021;448
12051;Cantoin;2021;311
12052;Capdenac-Gare;2021;4407
12053;La Capelle-Balaguier;2021;342
12054;La Capelle-Bleys;2021;344
12055;La Capelle-Bonance;2021;87
12056;Baraqueville;2021;3163
12057;Cassagnes-Bégonhès;2021;938
12058;Cassuéjouls;2021;106
12059;Castanet;2021;517
12060;Castelmary;2021;116
12061;Castelnau-de-Mandailles;2021;567
12062;Castelnau-Pégayrols;2021;347
12063;La Cavalerie;2021;2195
12064;Le Cayrol;2021;264
12065;Centrès;2021;463
12066;Clairvaux-d'Aveyron;2021;1150
12067;Le Clapier;2021;79
12068;Colombiès;2021;876
12069;Combret;2021;259
12070;Compeyre;2021;523
12071;Compolibat;2021;333
12072;Comprégnac;2021;223
12073;Comps-la-Grand-Ville;2021;631
12074;Condom-d'Aubrac;2021;291
12075;Connac;2021;102
12076;Conques-en-Rouergue;2021;1573
12077;Cornus;2021;513
12078;Les Costes-Gozon;2021;173
12079;Coubisou;2021;489
12080;Coupiac;2021;363
12082;La Couvertoirade;2021;189
12083;Cransac;2021;1469
12084;Creissels;2021;1552
12085;Crespin;2021;314
12086;La Cresse;2021;321
12088;Curières;2021;219
12089;Decazeville;2021;5111
12090;Druelle Balsac;2021;3188
12091;Drulhe;2021;455
12092;Durenque;2021;524
12093;Le Fel;2021;187
12094;Entraygues-sur-Truyère;2021;976
12095;Escandolières;2021;232
12096;Espalion;2021;4624
12097;Espeyrac;2021;250
12098;Estaing;2021;492
12099;Fayet;2021;236
12100;Firmi;2021;2348
12101;Flagnac;2021;1078
12102;Flavin;2021;2370
12103;Florentin-la-Capelle;2021;282
12104;Foissac;2021;485
12105;La Fouillade;2021;1104
12106;Gabriac;2021;554
12107;Gaillac-d'Aveyron;2021;321
12108;Galgan;2021;371
12109;Gissac;2021;95
12110;Golinhac;2021;355
12111;Goutrens;2021;482
12113;Gramond;2021;528
12115;L'Hospitalet-du-Larzac;2021;326
12116;Huparlac;2021;257
12118;Lacroix-Barrez;2021;528
12119;Laguiole;2021;1223
12120;Laissac-Sévérac l'Église;2021;2155
12121;Lanuéjouls;2021;743
12122;Lapanouse-de-Cernon;2021;124
12124;Lassouts;2021;318
12125;Laval-Roquecezière;2021;286
12127;Lédergues;2021;651
12128;Lescure-Jaoul;2021;222
12129;Lestrade-et-Thouels;2021;444
12130;Livinhac-le-Haut;2021;1112
12131;La Loubière;2021;1523
12133;Luc-la-Primaube;2021;6000
12134;Lugan;2021;355
12135;Lunac;2021;437
12136;Maleville;2021;939
12137;Manhac;2021;872
12138;Marcillac-Vallon;2021;1719
12139;Marnhagues-et-Latour;2021;141
12140;Martiel;2021;969
12141;Martrin;2021;227
12142;Mayran;2021;622
12143;Mélagues;2021;59
12144;Meljac;2021;128
12145;Millau;2021;21712
12146;Le Monastère;2021;2308
12147;Montagnol;2021;144
12148;Montbazens;2021;1423
12149;Montclar;2021;147
12150;Monteils;2021;475
12151;Montézic;2021;222
12152;Montfranc;2021;126
12153;Montjaux;2021;431
12154;Montlaur;2021;646
12155;Fondamente;2021;334
12156;Montpeyroux;2021;523
12157;Montrozier;2021;1723
12158;Montsalès;2021;324
12159;Morlhon-le-Haut;2021;555
12160;Mostuéjouls;2021;326
12161;Mouret;2021;551
12162;Moyrazès;2021;1075
12163;Murasson;2021;213
12164;Mur-de-Barrez;2021;689
12165;Muret-le-Château;2021;364
12166;Murols;2021;108
12167;Najac;2021;699
12168;Nant;2021;1008
12169;Naucelle;2021;2023
12170;Naussac;2021;393
12171;Nauviale;2021;604
12172;Le Nayrac;2021;537
12174;Olemps;2021;3503
12175;Ols-et-Rinhodes;2021;179
12176;Onet-le-Château;2021;11873
12177;Palmas d'Aveyron;2021;1026
12178;Paulhe;2021;367
12179;Peux-et-Couffouleux;2021;86
12180;Peyreleau;2021;71
12181;Peyrusse-le-Roc;2021;207
12182;Pierrefiche;2021;284
12183;Plaisance;2021;220
12184;Pomayrols;2021;118
12185;Pont-de-Salars;2021;1645
12186;Pousthomy;2021;213
12187;Prades-d'Aubrac;2021;343
12188;Prades-Salars;2021;319
12189;Pradinas;2021;350
12190;Prévinquières;2021;281
12191;Privezac;2021;334
12192;Mounes-Prohencoux;2021;186
12193;Pruines;2021;284
12194;Quins;2021;862
12195;Rebourguil;2021;279
12197;Réquista;2021;1961
12198;Rieupeyroux;2021;1933
12199;Rignac;2021;2009
12200;Rivière-sur-Tarn;2021;1023
12201;Rodelle;2021;1072
12202;Rodez;2021;24207
12203;Roquefort-sur-Soulzon;2021;528
12204;La Roque-Sainte-Marguerite;2021;177
12205;La Rouquette;2021;771
12206;Roussennac;2021;624
12207;Rullac-Saint-Cirq;2021;345
12208;Saint-Affrique;2021;7992
12209;Saint-Amans-des-Cots;2021;754
12210;Saint-André-de-Najac;2021;453
12211;Saint-André-de-Vézines;2021;133
12212;Saint-Beaulize;2021;94
12213;Saint-Beauzély;2021;599
12214;Saint-Chély-d'Aubrac;2021;518
12215;Saint-Christophe-Vallon;2021;1176
12216;Saint-Côme-d'Olt;2021;1437
12217;Sainte-Croix;2021;739
12219;Sainte-Eulalie-d'Olt;2021;373
12220;Sainte-Eulalie-de-Cernon;2021;310
12221;Saint-Félix-de-Lunel;2021;369
12222;Saint-Félix-de-Sorgues;2021;182
12223;Argences en Aubrac;2021;1595
12224;Saint Geniez d'Olt et d'Aubrac;2021;2192
12225;Saint-Georges-de-Luzençon;2021;1595
12226;Saint-Hippolyte;2021;423
12227;Saint-Igest;2021;175
12228;Saint-Izaire;2021;313
12229;Saint-Jean-d'Alcapiès;2021;233
12230;Saint-Jean-Delnous;2021;387
12231;Saint-Jean-du-Bruel;2021;690
12232;Saint-Jean-et-Saint-Paul;2021;282
12233;Saint-Juéry;2021;295
12234;Sainte-Juliette-sur-Viaur;2021;625
12235;Saint-Just-sur-Viaur;2021;204
12236;Saint-Laurent-de-Lévézou;2021;153
12237;Saint-Laurent-d'Olt;2021;639
12238;Saint-Léons;2021;425
12239;Saint-Martin-de-Lenne;2021;329
12240;Saint-Parthem;2021;403
12241;Sainte-Radegonde;2021;1755
12242;Saint-Rémy;2021;305
12243;Saint-Rome-de-Cernon;2021;959
12244;Saint-Rome-de-Tarn;2021;895
12246;Saint-Santin;2021;523
12247;Saint-Saturnin-de-Lenne;2021;311
12248;Saint-Sernin-sur-Rance;2021;604
12249;Saint-Sever-du-Moustier;2021;185
12250;Saint-Symphorien-de-Thénières;2021;214
12251;Saint-Victor-et-Melvieu;2021;315
12252;Salles-Courbatiès;2021;459
12253;Salles-Curan;2021;1017
12254;Salles-la-Source;2021;2302
12255;Salmiech;2021;759
12256;Salvagnac-Cajarc;2021;363
12257;Causse-et-Diège;2021;805
12258;La Salvetat-Peyralès;2021;998
12259;Sanvensa;2021;643
12260;Sauclières;2021;175
12261;Saujac;2021;124
12262;Sauveterre-de-Rouergue;2021;716
12263;Savignac;2021;763
12264;Sébazac-Concourès;2021;3297
12265;Sébrazac;2021;528
12266;Ségur;2021;546
12267;La Selve;2021;604
12268;Sénergues;2021;424
12269;La Serre;2021;126
12270;Sévérac d'Aveyron;2021;4062
12272;Sonnac;2021;519
12273;Soulages-Bonneval;2021;299
12274;Sylvanès;2021;115
12275;Tauriac-de-Camarès;2021;34
12276;Tauriac-de-Naucelle;2021;373
12277;Taussac;2021;515
12278;Tayrac;2021;187
12280;Thérondels;2021;375
12281;Toulonjac;2021;749
12282;Tournemire;2021;421
12283;Trémouilles;2021;474
12284;Le Truel;2021;345
12286;Vabres-l'Abbaye;2021;1214
12287;Vailhourles;2021;644
12288;Valady;2021;1598
12289;Valzergues;2021;205
12290;Vaureilles;2021;493
12291;Verrières;2021;369
12292;Versols-et-Lapeyre;2021;418
12293;Veyreau;2021;134
12294;Vézins-de-Lévézou;2021;643
12295;Viala-du-Pas-de-Jaux;2021;93
12296;Viala-du-Tarn;2021;526
12297;Le Vibal;2021;521
12298;Villecomtal;2021;421
12299;Villefranche-de-Panat;2021;680
12300;Villefranche-de-Rouergue;2021;11720
12301;Villeneuve;2021;1964
12303;Vimenet;2021;252
12305;Viviez;2021;1216
12307;Curan;2021;298
13001;Aix-en-Provence;2021;147478
13002;Allauch;2021;21490
13003;Alleins;2021;2764
13004;Arles;2021;50415
13005;Aubagne;2021;47342
13006;Aureille;2021;1541
13007;Auriol;2021;12839
13008;Aurons;2021;564
13009;La Barben;2021;850
13010;Barbentane;2021;4236
13011;Les Baux-de-Provence;2021;289
13012;Beaurecueil;2021;607
13013;Belcodène;2021;1948
13014;Berre-l'Étang;2021;13912
13015;Bouc-Bel-Air;2021;15248
13016;La Bouilladisse;2021;6341
13017;Boulbon;2021;1519
13018;Cabannes;2021;4595
13019;Cabriès;2021;10070
13020;Cadolive;2021;2202
13021;Carry-le-Rouet;2021;5708
13022;Cassis;2021;6720
13023;Ceyreste;2021;4813
13024;Charleval;2021;2628
13025;Châteauneuf-le-Rouge;2021;2357
13026;Châteauneuf-les-Martigues;2021;17909
13027;Châteaurenard;2021;16669
13028;La Ciotat;2021;36987
13029;Cornillon-Confoux;2021;1571
13030;Cuges-les-Pins;2021;5662
13031;La Destrousse;2021;3913
13032;Éguilles;2021;8220
13033;Ensuès-la-Redonne;2021;5768
13034;Eygalières;2021;1733
13035;Eyguières;2021;6887
13036;Eyragues;2021;4355
13037;La Fare-les-Oliviers;2021;8867
13038;Fontvieille;2021;3521
13039;Fos-sur-Mer;2021;15469
13040;Fuveau;2021;10115
13041;Gardanne;2021;21174
13042;Gémenos;2021;6794
13043;Gignac-la-Nerthe;2021;10083
13044;Grans;2021;5274
13045;Graveson;2021;4791
13046;Gréasque;2021;4392
13047;Istres;2021;44577
13048;Jouques;2021;4404
13049;Lamanon;2021;2046
13050;Lambesc;2021;9991
13051;Lançon-Provence;2021;9340
13052;Maillane;2021;2738
13053;Mallemort;2021;6172
13054;Marignane;2021;33003
13055;Marseille;2021;873076
13056;Martigues;2021;48568
13057;Mas-Blanc-des-Alpilles;2021;513
13058;Maussane-les-Alpilles;2021;2396
13059;Meyrargues;2021;3830
13060;Meyreuil;2021;5935
13061;Saint-Pierre-de-Mézoargues;2021;223
13062;Mimet;2021;4187
13063;Miramas;2021;26405
13064;Mollégès;2021;2666
13065;Mouriès;2021;3414
13066;Noves;2021;5853
13067;Orgon;2021;2698
13068;Paradou;2021;2200
13069;Pélissanne;2021;10554
13070;La Penne-sur-Huveaune;2021;6569
13071;Les Pennes-Mirabeau;2021;22161
13072;Peynier;2021;3650
13073;Peypin;2021;5613
13074;Peyrolles-en-Provence;2021;5223
13075;Plan-de-Cuques;2021;11396
13076;Plan-d'Orgon;2021;3552
13077;Port-de-Bouc;2021;16136
13078;Port-Saint-Louis-du-Rhône;2021;8446
13079;Puyloubier;2021;1783
13080;Le Puy-Sainte-Réparade;2021;5830
13081;Rognac;2021;12175
13082;Rognes;2021;4586
13083;Rognonas;2021;4111
13084;La Roque-d'Anthéron;2021;5377
13085;Roquefort-la-Bédoule;2021;5861
13086;Roquevaire;2021;8673
13087;Rousset;2021;5209
13088;Le Rove;2021;5194
13089;Saint-Andiol;2021;3380
13090;Saint-Antonin-sur-Bayon;2021;125
13091;Saint-Cannat;2021;5653
13092;Saint-Chamas;2021;8643
13093;Saint-Estève-Janson;2021;372
13094;Saint-Étienne-du-Grès;2021;2486
13095;Saint-Marc-Jaumegarde;2021;1247
13096;Saintes-Maries-de-la-Mer;2021;2120
13097;Saint-Martin-de-Crau;2021;13729
13098;Saint-Mitre-les-Remparts;2021;5816
13099;Saint-Paul-lès-Durance;2021;887
13100;Saint-Rémy-de-Provence;2021;9619
13101;Saint-Savournin;2021;3501
13102;Saint-Victoret;2021;6648
13103;Salon-de-Provence;2021;44731
13104;Sausset-les-Pins;2021;7563
13105;Sénas;2021;6838
13106;Septèmes-les-Vallons;2021;11734
13107;Simiane-Collongue;2021;5849
13108;Tarascon;2021;15423
13109;Le Tholonet;2021;2355
13110;Trets;2021;10678
13111;Vauvenargues;2021;1041
13112;Velaux;2021;8713
13113;Venelles;2021;8426
13114;Ventabren;2021;5484
13115;Vernègues;2021;2123
13116;Verquières;2021;790
13117;Vitrolles;2021;35532
13118;Coudoux;2021;3726
13119;Carnoux-en-Provence;2021;6747
14001;Ablon;2021;1187
14003;Agy;2021;313
14005;Valambray;2021;1682
14006;Amayé-sur-Orne;2021;1061
14007;Amayé-sur-Seulles;2021;218
14009;Amfreville;2021;1383
14011;Aurseulles;2021;1903
14012;Angerville;2021;197
14014;Colomby-Anguerny;2021;1306
14015;Anisy;2021;776
14016;Annebault;2021;494
14019;Arganchy;2021;214
14020;Argences;2021;3848
14021;Arromanches-les-Bains;2021;449
14022;Asnelles;2021;622
14023;Asnières-en-Bessin;2021;70
14024;Auberville;2021;597
14025;Aubigny;2021;307
14026;Audrieu;2021;1148
14027;Les Monts d'Aunay;2021;4554
14030;Authie;2021;1676
14032;Les Authieux-sur-Calonne;2021;276
14033;Auvillars;2021;211
14034;Avenay;2021;567
14035;Balleroy-sur-Drôme;2021;1331
14036;Banneville-la-Campagne;2021;191
14037;Malherbe-sur-Ajon;2021;570
14038;Banville;2021;797
14039;Barbery;2021;780
14040;Barbeville;2021;222
14041;Barneville-la-Bertran;2021;122
14042;Baron-sur-Odon;2021;1055
14043;Barou-en-Auge;2021;67
14044;Basly;2021;1057
14045;Basseneville;2021;251
14046;Bavent;2021;1940
14047;Bayeux;2021;12775
14049;Bazenville;2021;142
14050;La Bazoque;2021;190
14053;Beaumais;2021;165
14054;Beaumesnil;2021;205
14055;Beaumont-en-Auge;2021;398
14057;Bellengreville;2021;1458
14059;Benerville-sur-Mer;2021;411
14060;Bénouville;2021;2016
14061;Souleuvre en Bocage;2021;8745
14062;Bény-sur-Mer;2021;444
14063;Bernesq;2021;212
14064;Bernières-d'Ailly;2021;216
14066;Bernières-sur-Mer;2021;2388
14068;Biéville-Beuville;2021;3738
14069;Beuvillers;2021;1319
14070;Beuvron-en-Auge;2021;199
14076;Blainville-sur-Orne;2021;5876
14077;Blangy-le-Château;2021;734
14078;Blay;2021;361
14079;Blonville-sur-Mer;2021;1550
14080;Le Bô;2021;125
14082;La Boissière;2021;188
14083;Bonnebosq;2021;669
14084;Bonnemaison;2021;395
14085;Bonneville-la-Louvet;2021;818
14086;Bonneville-sur-Touques;2021;321
14087;Bonnœil;2021;120
14088;Bons-Tassilly;2021;397
14089;Bougy;2021;384
14090;Boulon;2021;810
14091;Bourgeauville;2021;98
14092;Bourguébus;2021;2433
14093;Branville;2021;211
14096;Brémoy;2021;247
14097;Bretteville-le-Rabet;2021;300
14098;Thue et Mue;2021;6169
14100;Bretteville-sur-Laize;2021;1911
14101;Bretteville-sur-Odon;2021;4148
14102;Le Breuil-en-Auge;2021;977
14103;Le Breuil-en-Bessin;2021;413
14104;Le Brévedent;2021;191
14106;Bréville-les-Monts;2021;656
14107;Bricqueville;2021;155
14110;Brucourt;2021;127
14111;Bucéels;2021;444
14116;Le Bû-sur-Rouvres;2021;114
14117;Cabourg;2021;3583
14118;Caen;2021;108200
14119;Cagny;2021;2039
14120;Cahagnes;2021;1412
14121;Cahagnolles;2021;255
14122;La Caine;2021;158
14123;Cairon;2021;2023
14124;La Cambe;2021;550
14125;Cambes-en-Plaine;2021;1807
14126;Cambremer;2021;1310
14127;Campagnolles;2021;555
14130;Campigny;2021;185
14131;Canapville;2021;228
14132;Canchy;2021;203
14134;Canteloup;2021;188
14135;Carcagny;2021;278
14136;Cardonville;2021;93
14137;Carpiquet;2021;3133
14138;Cartigny-l'Épinay;2021;298
14140;Castillon;2021;359
14141;Castillon-en-Auge;2021;162
14143;Caumont-sur-Aure;2021;2417
14145;Cauvicourt;2021;554
14146;Cauville;2021;170
14147;Cernay;2021;138
14149;Cesny-aux-Vignes;2021;417
14150;Cesny-les-Sources;2021;1390
14159;Chouain;2021;235
14160;Cintheaux;2021;181
14161;Clarbec;2021;324
14162;Clécy;2021;1316
14163;Cléville;2021;392
14165;Colleville-sur-Mer;2021;193
14166;Colleville-Montgomery;2021;2537
14167;Colombelles;2021;7022
14168;Colombières;2021;205
14169;Colombiers-sur-Seulles;2021;155
14171;Combray;2021;144
14172;Commes;2021;457
14173;Condé-sur-Ifs;2021;441
14174;Condé-en-Normandie;2021;6157
14175;Condé-sur-Seulles;2021;303
14177;Coquainvilliers;2021;842
14179;Cordebugle;2021;166
14180;Cordey;2021;154
14181;Cormelles-le-Royal;2021;5170
14182;Cormolain;2021;395
14183;Cossesseville;2021;105
14184;Cottun;2021;231
14190;Courcy;2021;125
14191;Courseulles-sur-Mer;2021;4137
14193;Courtonne-la-Meurdrac;2021;674
14194;Courtonne-les-Deux-Églises;2021;635
14195;Courvaudon;2021;278
14196;Crépon;2021;217
14197;Cresserons;2021;1088
14198;Cresseveuille;2021;255
14200;Creully sur Seulles;2021;2266
14202;Cricquebœuf;2021;266
14203;Cricqueville-en-Auge;2021;187
14204;Cricqueville-en-Bessin;2021;170
14205;Cristot;2021;220
14206;Crocy;2021;288
14207;Croisilles;2021;647
14209;Crouay;2021;509
14211;Culey-le-Patry;2021;373
14214;Cussy;2021;177
14215;Cuverville;2021;2278
14216;Damblainville;2021;235
14218;Danestal;2021;406
14220;Deauville;2021;3565
14221;Démouville;2021;3008
14223;Le Détroit;2021;90
14224;Deux-Jumeaux;2021;52
14225;Dives-sur-Mer;2021;5174
14226;Donnay;2021;311
14227;Douville-en-Auge;2021;217
14228;Douvres-la-Délivrande;2021;5097
14229;Dozulé;2021;2315
14230;Drubec;2021;113
14231;Beaufour-Druval;2021;435
14232;Ducy-Sainte-Marguerite;2021;175
14236;Ellon;2021;619
14237;Émiéville;2021;628
14238;Englesqueville-en-Auge;2021;113
14239;Englesqueville-la-Percée;2021;98
14240;Épaney;2021;501
14241;Épinay-sur-Odon;2021;629
14242;Épron;2021;1672
14243;Équemauville;2021;1568
14244;Eraines;2021;288
14245;Ernes;2021;318
14246;Escoville;2021;805
14248;Espins;2021;248
14249;Esquay-Notre-Dame;2021;1442
14250;Esquay-sur-Seulles;2021;286
14251;Esson;2021;563
14252;Estrées-la-Campagne;2021;258
14254;Éterville;2021;1604
14256;Étréham;2021;325
14257;Évrecy;2021;2037
14258;Falaise;2021;7782
14260;Fauguernon;2021;235
14261;Le Faulq;2021;331
14266;Feuguerolles-Bully;2021;1509
14269;Fierville-les-Parcs;2021;229
14270;Firfol;2021;377
14271;Fleury-sur-Orne;2021;5303
14272;La Folie;2021;103
14273;La Folletière-Abenon;2021;140
14274;Fontaine-Étoupefour;2021;2747
14275;Fontaine-Henry;2021;509
14276;Fontaine-le-Pin;2021;348
14277;Fontenay-le-Marmion;2021;1997
14278;Fontenay-le-Pesnel;2021;1217
14280;Formentin;2021;267
14281;Formigny La Bataille;2021;752
14282;Foulognes;2021;214
14283;Fourches;2021;218
14284;Fourneaux-le-Val;2021;155
14285;Le Fournet;2021;76
14286;Fourneville;2021;467
14287;Frénouville;2021;1995
14288;Le Fresne-Camilly;2021;947
14289;Fresné-la-Mère;2021;578
14290;Fresney-le-Puceux;2021;804
14291;Fresney-le-Vieux;2021;309
14293;Fumichon;2021;270
14297;Gavrus;2021;610
14298;Géfosse-Fontenay;2021;131
14299;Genneville;2021;831
14300;Gerrots;2021;51
